GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Zhejiang-Wind_EP-ep-40023,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40041,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40062,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40068,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40077,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40102,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40130,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40159,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40185,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40213,2050.06.12.04,0.0377815
Zhejiang-Wind_EP-ep-40237,2050.06.12.04,0.0377815
Anhui-Central_PV-401,2050.06.12.08,0.684477
Anhui-Central_PV-402,2050.06.12.08,0.659966
Anhui-Central_PV-403,2050.06.12.08,0.160922
Anhui-Central_PV-404,2050.06.12.08,0.700264
Anhui-Central_PV_EP-ep-50012,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50026,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50053,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50083,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50112,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50143,2050.06.12.08,0.551407
Anhui-Central_PV_EP-ep-50173,2050.06.12.08,0.551407
Anhui-Commercial_PV-2,2050.06.12.08,0.402441
Anhui-Commercial_PV-3,2050.06.12.08,0.155905
Anhui-Commercial_PV-4,2050.06.12.08,0.408508
Anhui-Residential_PV-201,2050.06.12.08,0.399151
Anhui-Residential_PV-202,2050.06.12.08,0.386082
Anhui-Residential_PV-203,2050.06.12.08,0.151766
Anhui-Residential_PV-204,2050.06.12.08,0.394884
Anhui-Wind-1081,2050.06.12.08,0.0114338
Anhui-Wind-1082,2050.06.12.08,0.0114338
Anhui-Wind-1083,2050.06.12.08,0.0114338
Anhui-Wind-1155,2050.06.12.08,0.0114338
Anhui-Wind-1158,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40078,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40103,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40131,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40160,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40186,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40214,2050.06.12.08,0.0114338
Anhui-Wind_EP-ep-40256,2050.06.12.08,0.0114338
Fujian-Central_PV-407,2050.06.12.08,0.212811
Fujian-Central_PV-408,2050.06.12.08,0.386855
Fujian-Central_PV-409,2050.06.12.08,0.214873
Fujian-Central_PV-410,2050.06.12.08,0.131455
Fujian-Central_PV-411,2050.06.12.08,0.269723
Fujian-Central_PV-600,2050.06.12.08,0.114218
Fujian-Central_PV_EP-ep-50028,2050.06.12.08,0.221656
Fujian-Central_PV_EP-ep-50057,2050.06.12.08,0.221656
Fujian-Central_PV_EP-ep-50086,2050.06.12.08,0.221656
Fujian-Central_PV_EP-ep-50116,2050.06.12.08,0.221656
Fujian-Central_PV_EP-ep-50147,2050.06.12.08,0.221656
Fujian-Central_PV_EP-ep-50175,2050.06.12.08,0.221656
Fujian-Commercial_PV-10,2050.06.12.08,0.132944
Fujian-Commercial_PV-11,2050.06.12.08,0.227583
Fujian-Commercial_PV-200,2050.06.12.08,0.116929
Fujian-Commercial_PV-7,2050.06.12.08,0.202611
Fujian-Commercial_PV-8,2050.06.12.08,0.303249
Fujian-Commercial_PV-9,2050.06.12.08,0.201359
Fujian-Offshore_Wind-13118,2050.06.12.08,0.0416908
Fujian-Residential_PV-207,2050.06.12.08,0.197219
Fujian-Residential_PV-208,2050.06.12.08,0.294121
Fujian-Residential_PV-209,2050.06.12.08,0.196
Fujian-Residential_PV-210,2050.06.12.08,0.130331
Fujian-Residential_PV-211,2050.06.12.08,0.220099
Fujian-Residential_PV-400,2050.06.12.08,0.115009
Fujian-Wind-1021,2050.06.12.08,0.0349963
Fujian-Wind-1022,2050.06.12.08,0.0349963
Fujian-Wind-1024,2050.06.12.08,0.0349963
Fujian-Wind-1029,2050.06.12.08,0.0349963
Fujian-Wind-1035,2050.06.12.08,0.0349963
Fujian-Wind-1042,2050.06.12.08,0.0349963
Fujian-Wind-1044,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40001,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40008,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40025,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40045,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40106,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40133,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40162,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40190,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40218,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40241,2050.06.12.08,0.0349963
Fujian-Wind_EP-ep-40259,2050.06.12.08,0.0349963
Jiangsu-Central_PV-474,2050.06.12.08,0.664742
Jiangsu-Central_PV-475,2050.06.12.08,0.691978
Jiangsu-Central_PV-476,2050.06.12.08,0.720102
Jiangsu-Central_PV-477,2050.06.12.08,0.696619
Jiangsu-Central_PV-478,2050.06.12.08,0.69061
Jiangsu-Central_PV-570,2050.06.12.08,0.673509
Jiangsu-Central_PV-571,2050.06.12.08,0.708508
Jiangsu-Central_PV_EP-ep-50016,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50037,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50066,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50096,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50127,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50156,2050.06.12.08,0.692295
Jiangsu-Central_PV_EP-ep-50180,2050.06.12.08,0.692295
Jiangsu-Commercial_PV-129,2050.06.12.08,0.0377703
Jiangsu-Commercial_PV-170,2050.06.12.08,0.414014
Jiangsu-Commercial_PV-74,2050.06.12.08,0.422538
Jiangsu-Commercial_PV-75,2050.06.12.08,0.448694
Jiangsu-Commercial_PV-76,2050.06.12.08,0.463609
Jiangsu-Commercial_PV-77,2050.06.12.08,0.438911
Jiangsu-Commercial_PV-78,2050.06.12.08,0.43542
Jiangsu-Offshore_Wind-13135,2050.06.12.08,0.0129241
Jiangsu-Residential_PV-274,2050.06.12.08,0.403659
Jiangsu-Residential_PV-275,2050.06.12.08,0.429921
Jiangsu-Residential_PV-276,2050.06.12.08,0.446228
Jiangsu-Residential_PV-277,2050.06.12.08,0.421745
Jiangsu-Residential_PV-278,2050.06.12.08,0.417399
Jiangsu-Residential_PV-357,2050.06.12.08,0.169401
Jiangsu-Residential_PV-370,2050.06.12.08,0.397369
Jiangsu-Wind-1078,2050.06.12.08,0.0166176
Jiangsu-Wind-1079,2050.06.12.08,0.0166176
Jiangsu-Wind-1080,2050.06.12.08,0.0166176
Jiangsu-Wind-1084,2050.06.12.08,0.0166176
Jiangsu-Wind-1085,2050.06.12.08,0.0166176
Jiangsu-Wind-1088,2050.06.12.08,0.0166176
Jiangsu-Wind-1089,2050.06.12.08,0.0166176
Jiangsu-Wind-1092,2050.06.12.08,0.0166176
Jiangsu-Wind-1093,2050.06.12.08,0.0166176
Jiangsu-Wind-1094,2050.06.12.08,0.0166176
Jiangsu-Wind-1096,2050.06.12.08,0.0166176
Jiangsu-Wind-1159,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40015,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40031,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40053,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40089,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40116,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40143,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40172,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40200,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40227,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40249,2050.06.12.08,0.0166176
Jiangsu-Wind_EP-ep-40270,2050.06.12.08,0.0166176
Shanghai-Central_PV-509,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50003,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50005,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50044,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50074,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50103,2050.06.12.08,0.695632
Shanghai-Central_PV_EP-ep-50164,2050.06.12.08,0.695632
Shanghai-Commercial_PV-109,2050.06.12.08,0.457589
Shanghai-Offshore_Wind-13152,2050.06.12.08,0.0
Shanghai-Residential_PV-309,2050.06.12.08,0.43829
Shanghai-Wind-1068,2050.06.12.08,0.0
Shanghai-Wind-1069,2050.06.12.08,0.0
Shanghai-Wind-1072,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40003,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40020,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40037,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40070,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40096,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40124,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40151,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40179,2050.06.12.08,0.0
Shanghai-Wind_EP-ep-40255,2050.06.12.08,0.0
Zhejiang-Central_PV-547,2050.06.12.08,0.555365
Zhejiang-Central_PV-548,2050.06.12.08,0.120385
Zhejiang-Central_PV-549,2050.06.12.08,0.0636192
Zhejiang-Central_PV-550,2050.06.12.08,0.0642947
Zhejiang-Central_PV-551,2050.06.12.08,0.122865
Zhejiang-Central_PV_EP-ep-50011,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50025,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50052,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50082,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50111,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50142,2050.06.12.08,0.185306
Zhejiang-Central_PV_EP-ep-50171,2050.06.12.08,0.185306
Zhejiang-Commercial_PV-147,2050.06.12.08,0.38349
Zhejiang-Commercial_PV-148,2050.06.12.08,0.120898
Zhejiang-Commercial_PV-149,2050.06.12.08,0.0648897
Zhejiang-Commercial_PV-150,2050.06.12.08,0.0652381
Zhejiang-Commercial_PV-151,2050.06.12.08,0.124014
Zhejiang-Offshore_Wind-13169,2050.06.12.08,0.0745634
Zhejiang-Residential_PV-347,2050.06.12.08,0.364729
Zhejiang-Residential_PV-348,2050.06.12.08,0.119077
Zhejiang-Residential_PV-349,2050.06.12.08,0.0650835
Zhejiang-Residential_PV-350,2050.06.12.08,0.0654756
Zhejiang-Residential_PV-351,2050.06.12.08,0.122036
Zhejiang-Wind-1048,2050.06.12.08,0.0638066
Zhejiang-Wind-1051,2050.06.12.08,0.0638066
Zhejiang-Wind-1053,2050.06.12.08,0.0638066
Zhejiang-Wind-1054,2050.06.12.08,0.0638066
Zhejiang-Wind-1056,2050.06.12.08,0.0638066
Zhejiang-Wind-1059,2050.06.12.08,0.0638066
Zhejiang-Wind-1061,2050.06.12.08,0.0638066
Zhejiang-Wind-1065,2050.06.12.08,0.0638066
Zhejiang-Wind-1067,2050.06.12.08,0.0638066
Zhejiang-Wind-1157,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40023,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40041,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40062,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40068,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40077,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40102,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40130,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40159,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40185,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40213,2050.06.12.08,0.0638066
Zhejiang-Wind_EP-ep-40237,2050.06.12.08,0.0638066
Anhui-Central_PV-401,2050.06.12.12,0.783955
Anhui-Central_PV-402,2050.06.12.12,0.753615
Anhui-Central_PV-403,2050.06.12.12,0.609454
Anhui-Central_PV-404,2050.06.12.12,0.786844
Anhui-Central_PV_EP-ep-50012,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50026,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50053,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50083,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50112,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50143,2050.06.12.12,0.733467
Anhui-Central_PV_EP-ep-50173,2050.06.12.12,0.733467
Anhui-Commercial_PV-2,2050.06.12.12,0.715675
Anhui-Commercial_PV-3,2050.06.12.12,0.57746
Anhui-Commercial_PV-4,2050.06.12.12,0.752096
Anhui-Residential_PV-201,2050.06.12.12,0.711756
Anhui-Residential_PV-202,2050.06.12.12,0.677699
Anhui-Residential_PV-203,2050.06.12.12,0.549382
Anhui-Residential_PV-204,2050.06.12.12,0.719654
Anhui-Wind-1081,2050.06.12.12,0.000876496
Anhui-Wind-1082,2050.06.12.12,0.000876496
Anhui-Wind-1083,2050.06.12.12,0.000876496
Anhui-Wind-1155,2050.06.12.12,0.000876496
Anhui-Wind-1158,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40078,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40103,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40131,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40160,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40186,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40214,2050.06.12.12,0.000876496
Anhui-Wind_EP-ep-40256,2050.06.12.12,0.000876496
Fujian-Central_PV-407,2050.06.12.12,0.139067
Fujian-Central_PV-408,2050.06.12.12,0.207853
Fujian-Central_PV-409,2050.06.12.12,0.497188
Fujian-Central_PV-410,2050.06.12.12,0.390969
Fujian-Central_PV-411,2050.06.12.12,0.341989
Fujian-Central_PV-600,2050.06.12.12,0.245664
Fujian-Central_PV_EP-ep-50028,2050.06.12.12,0.303788
Fujian-Central_PV_EP-ep-50057,2050.06.12.12,0.303788
Fujian-Central_PV_EP-ep-50086,2050.06.12.12,0.303788
Fujian-Central_PV_EP-ep-50116,2050.06.12.12,0.303788
Fujian-Central_PV_EP-ep-50147,2050.06.12.12,0.303788
Fujian-Central_PV_EP-ep-50175,2050.06.12.12,0.303788
Fujian-Commercial_PV-10,2050.06.12.12,0.367982
Fujian-Commercial_PV-11,2050.06.12.12,0.320912
Fujian-Commercial_PV-200,2050.06.12.12,0.228225
Fujian-Commercial_PV-7,2050.06.12.12,0.125926
Fujian-Commercial_PV-8,2050.06.12.12,0.191858
Fujian-Commercial_PV-9,2050.06.12.12,0.470039
Fujian-Offshore_Wind-13118,2050.06.12.12,0.108509
Fujian-Residential_PV-207,2050.06.12.12,0.123736
Fujian-Residential_PV-208,2050.06.12.12,0.187293
Fujian-Residential_PV-209,2050.06.12.12,0.451417
Fujian-Residential_PV-210,2050.06.12.12,0.354095
Fujian-Residential_PV-211,2050.06.12.12,0.30772
Fujian-Residential_PV-400,2050.06.12.12,0.221247
Fujian-Wind-1021,2050.06.12.12,0.044468
Fujian-Wind-1022,2050.06.12.12,0.044468
Fujian-Wind-1024,2050.06.12.12,0.044468
Fujian-Wind-1029,2050.06.12.12,0.044468
Fujian-Wind-1035,2050.06.12.12,0.044468
Fujian-Wind-1042,2050.06.12.12,0.044468
Fujian-Wind-1044,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40001,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40008,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40025,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40045,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40106,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40133,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40162,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40190,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40218,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40241,2050.06.12.12,0.044468
Fujian-Wind_EP-ep-40259,2050.06.12.12,0.044468
Jiangsu-Central_PV-474,2050.06.12.12,0.760609
Jiangsu-Central_PV-475,2050.06.12.12,0.763418
Jiangsu-Central_PV-476,2050.06.12.12,0.795103
Jiangsu-Central_PV-477,2050.06.12.12,0.768735
Jiangsu-Central_PV-478,2050.06.12.12,0.773497
Jiangsu-Central_PV-570,2050.06.12.12,0.75716
Jiangsu-Central_PV-571,2050.06.12.12,0.779761
Jiangsu-Central_PV_EP-ep-50016,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50037,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50066,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50096,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50127,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50156,2050.06.12.12,0.771183
Jiangsu-Central_PV_EP-ep-50180,2050.06.12.12,0.771183
Jiangsu-Commercial_PV-129,2050.06.12.12,0.860919
Jiangsu-Commercial_PV-170,2050.06.12.12,0.727188
Jiangsu-Commercial_PV-74,2050.06.12.12,0.722987
Jiangsu-Commercial_PV-75,2050.06.12.12,0.721028
Jiangsu-Commercial_PV-76,2050.06.12.12,0.75013
Jiangsu-Commercial_PV-77,2050.06.12.12,0.735334
Jiangsu-Commercial_PV-78,2050.06.12.12,0.737545
Jiangsu-Offshore_Wind-13135,2050.06.12.12,0.0242778
Jiangsu-Residential_PV-274,2050.06.12.12,0.684833
Jiangsu-Residential_PV-275,2050.06.12.12,0.683272
Jiangsu-Residential_PV-276,2050.06.12.12,0.716777
Jiangsu-Residential_PV-277,2050.06.12.12,0.699681
Jiangsu-Residential_PV-278,2050.06.12.12,0.701869
Jiangsu-Residential_PV-357,2050.06.12.12,0.74187
Jiangsu-Residential_PV-370,2050.06.12.12,0.688742
Jiangsu-Wind-1078,2050.06.12.12,0.0229182
Jiangsu-Wind-1079,2050.06.12.12,0.0229182
Jiangsu-Wind-1080,2050.06.12.12,0.0229182
Jiangsu-Wind-1084,2050.06.12.12,0.0229182
Jiangsu-Wind-1085,2050.06.12.12,0.0229182
Jiangsu-Wind-1088,2050.06.12.12,0.0229182
Jiangsu-Wind-1089,2050.06.12.12,0.0229182
Jiangsu-Wind-1092,2050.06.12.12,0.0229182
Jiangsu-Wind-1093,2050.06.12.12,0.0229182
Jiangsu-Wind-1094,2050.06.12.12,0.0229182
Jiangsu-Wind-1096,2050.06.12.12,0.0229182
Jiangsu-Wind-1159,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40015,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40031,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40053,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40089,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40116,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40143,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40172,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40200,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40227,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40249,2050.06.12.12,0.0229182
Jiangsu-Wind_EP-ep-40270,2050.06.12.12,0.0229182
Shanghai-Central_PV-509,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50003,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50005,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50044,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50074,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50103,2050.06.12.12,0.763633
Shanghai-Central_PV_EP-ep-50164,2050.06.12.12,0.763633
Shanghai-Commercial_PV-109,2050.06.12.12,0.719477
Shanghai-Offshore_Wind-13152,2050.06.12.12,0.00156969
Shanghai-Residential_PV-309,2050.06.12.12,0.681848
Shanghai-Wind-1068,2050.06.12.12,0.0194546
Shanghai-Wind-1069,2050.06.12.12,0.0194546
Shanghai-Wind-1072,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40003,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40020,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40037,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40070,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40096,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40124,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40151,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40179,2050.06.12.12,0.0194546
Shanghai-Wind_EP-ep-40255,2050.06.12.12,0.0194546
Zhejiang-Central_PV-547,2050.06.12.12,0.705507
Zhejiang-Central_PV-548,2050.06.12.12,0.557599
Zhejiang-Central_PV-549,2050.06.12.12,0.117033
Zhejiang-Central_PV-550,2050.06.12.12,0.29588
Zhejiang-Central_PV-551,2050.06.12.12,0.24252
Zhejiang-Central_PV_EP-ep-50011,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50025,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50052,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50082,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50111,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50142,2050.06.12.12,0.383708
Zhejiang-Central_PV_EP-ep-50171,2050.06.12.12,0.383708
Zhejiang-Commercial_PV-147,2050.06.12.12,0.669595
Zhejiang-Commercial_PV-148,2050.06.12.12,0.522767
Zhejiang-Commercial_PV-149,2050.06.12.12,0.104374
Zhejiang-Commercial_PV-150,2050.06.12.12,0.275535
Zhejiang-Commercial_PV-151,2050.06.12.12,0.222344
Zhejiang-Offshore_Wind-13169,2050.06.12.12,0.0871202
Zhejiang-Residential_PV-347,2050.06.12.12,0.620972
Zhejiang-Residential_PV-348,2050.06.12.12,0.501893
Zhejiang-Residential_PV-349,2050.06.12.12,0.102709
Zhejiang-Residential_PV-350,2050.06.12.12,0.265362
Zhejiang-Residential_PV-351,2050.06.12.12,0.215963
Zhejiang-Wind-1048,2050.06.12.12,0.101712
Zhejiang-Wind-1051,2050.06.12.12,0.101712
Zhejiang-Wind-1053,2050.06.12.12,0.101712
Zhejiang-Wind-1054,2050.06.12.12,0.101712
Zhejiang-Wind-1056,2050.06.12.12,0.101712
Zhejiang-Wind-1059,2050.06.12.12,0.101712
Zhejiang-Wind-1061,2050.06.12.12,0.101712
Zhejiang-Wind-1065,2050.06.12.12,0.101712
Zhejiang-Wind-1067,2050.06.12.12,0.101712
Zhejiang-Wind-1157,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40023,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40041,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40062,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40068,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40077,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40102,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40130,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40159,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40185,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40213,2050.06.12.12,0.101712
Zhejiang-Wind_EP-ep-40237,2050.06.12.12,0.101712
Anhui-Central_PV-401,2050.06.12.16,0.594704
Anhui-Central_PV-402,2050.06.12.16,0.547052
Anhui-Central_PV-403,2050.06.12.16,0.505508
Anhui-Central_PV-404,2050.06.12.16,0.512487
Anhui-Central_PV_EP-ep-50012,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50026,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50053,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50083,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50112,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50143,2050.06.12.16,0.539938
Anhui-Central_PV_EP-ep-50173,2050.06.12.16,0.539938
Anhui-Commercial_PV-2,2050.06.12.16,0.285927
Anhui-Commercial_PV-3,2050.06.12.16,0.261741
Anhui-Commercial_PV-4,2050.06.12.16,0.286325
Anhui-Residential_PV-201,2050.06.12.16,0.285179
Anhui-Residential_PV-202,2050.06.12.16,0.275871
Anhui-Residential_PV-203,2050.06.12.16,0.25076
Anhui-Residential_PV-204,2050.06.12.16,0.276945
Anhui-Wind-1081,2050.06.12.16,0.0326225
Anhui-Wind-1082,2050.06.12.16,0.0326225
Anhui-Wind-1083,2050.06.12.16,0.0326225
Anhui-Wind-1155,2050.06.12.16,0.0326225
Anhui-Wind-1158,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40078,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40103,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40131,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40160,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40186,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40214,2050.06.12.16,0.0326225
Anhui-Wind_EP-ep-40256,2050.06.12.16,0.0326225
Fujian-Central_PV-407,2050.06.12.16,0.102038
Fujian-Central_PV-408,2050.06.12.16,0.0809068
Fujian-Central_PV-409,2050.06.12.16,0.319922
Fujian-Central_PV-410,2050.06.12.16,0.121862
Fujian-Central_PV-411,2050.06.12.16,0.0515149
Fujian-Central_PV-600,2050.06.12.16,0.0923126
Fujian-Central_PV_EP-ep-50028,2050.06.12.16,0.128093
Fujian-Central_PV_EP-ep-50057,2050.06.12.16,0.128093
Fujian-Central_PV_EP-ep-50086,2050.06.12.16,0.128093
Fujian-Central_PV_EP-ep-50116,2050.06.12.16,0.128093
Fujian-Central_PV_EP-ep-50147,2050.06.12.16,0.128093
Fujian-Central_PV_EP-ep-50175,2050.06.12.16,0.128093
Fujian-Commercial_PV-10,2050.06.12.16,0.114051
Fujian-Commercial_PV-11,2050.06.12.16,0.0520276
Fujian-Commercial_PV-200,2050.06.12.16,0.0929557
Fujian-Commercial_PV-7,2050.06.12.16,0.101193
Fujian-Commercial_PV-8,2050.06.12.16,0.0824502
Fujian-Commercial_PV-9,2050.06.12.16,0.22265
Fujian-Offshore_Wind-13118,2050.06.12.16,0.126209
Fujian-Residential_PV-207,2050.06.12.16,0.10023
Fujian-Residential_PV-208,2050.06.12.16,0.0823001
Fujian-Residential_PV-209,2050.06.12.16,0.21594
Fujian-Residential_PV-210,2050.06.12.16,0.112265
Fujian-Residential_PV-211,2050.06.12.16,0.052629
Fujian-Residential_PV-400,2050.06.12.16,0.0920525
