GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Anhui-Residential_PV-201,2050.12.12.00,0.0
Anhui-Residential_PV-202,2050.12.12.00,0.0
Anhui-Residential_PV-203,2050.12.12.00,0.0
Anhui-Residential_PV-204,2050.12.12.00,0.0
Anhui-Wind-1081,2050.12.12.00,0.46795
Anhui-Wind-1082,2050.12.12.00,0.46795
Anhui-Wind-1083,2050.12.12.00,0.46795
Anhui-Wind-1155,2050.12.12.00,0.46795
Anhui-Wind-1158,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40078,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40103,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40131,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40160,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40186,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40214,2050.12.12.00,0.46795
Anhui-Wind_EP-ep-40256,2050.12.12.00,0.46795
Fujian-Central_PV-407,2050.12.12.00,0.0
Fujian-Central_PV-408,2050.12.12.00,0.0
Fujian-Central_PV-409,2050.12.12.00,0.0
Fujian-Central_PV-410,2050.12.12.00,0.0
Fujian-Central_PV-411,2050.12.12.00,0.0
Fujian-Central_PV-600,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50028,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50057,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50086,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50116,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50147,2050.12.12.00,0.0
Fujian-Central_PV_EP-ep-50175,2050.12.12.00,0.0
Fujian-Commercial_PV-10,2050.12.12.00,0.0
Fujian-Commercial_PV-11,2050.12.12.00,0.0
Fujian-Commercial_PV-200,2050.12.12.00,0.0
Fujian-Commercial_PV-7,2050.12.12.00,0.0
Fujian-Commercial_PV-8,2050.12.12.00,0.0
Fujian-Commercial_PV-9,2050.12.12.00,0.0
Fujian-Offshore_Wind-13118,2050.12.12.00,0.941709
Fujian-Residential_PV-207,2050.12.12.00,0.0
Fujian-Residential_PV-208,2050.12.12.00,0.0
Fujian-Residential_PV-209,2050.12.12.00,0.0
Fujian-Residential_PV-210,2050.12.12.00,0.0
Fujian-Residential_PV-211,2050.12.12.00,0.0
Fujian-Residential_PV-400,2050.12.12.00,0.0
Fujian-Wind-1021,2050.12.12.00,0.920934
Fujian-Wind-1022,2050.12.12.00,0.920934
Fujian-Wind-1024,2050.12.12.00,0.920934
Fujian-Wind-1029,2050.12.12.00,0.920934
Fujian-Wind-1035,2050.12.12.00,0.920934
Fujian-Wind-1042,2050.12.12.00,0.920934
Fujian-Wind-1044,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40001,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40008,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40025,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40045,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40106,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40133,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40162,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40190,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40218,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40241,2050.12.12.00,0.920934
Fujian-Wind_EP-ep-40259,2050.12.12.00,0.920934
Jiangsu-Central_PV-474,2050.12.12.00,0.0
Jiangsu-Central_PV-475,2050.12.12.00,0.0
Jiangsu-Central_PV-476,2050.12.12.00,0.0
Jiangsu-Central_PV-477,2050.12.12.00,0.0
Jiangsu-Central_PV-478,2050.12.12.00,0.0
Jiangsu-Central_PV-570,2050.12.12.00,0.0
Jiangsu-Central_PV-571,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50016,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50037,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50066,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50096,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50127,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50156,2050.12.12.00,0.0
Jiangsu-Central_PV_EP-ep-50180,2050.12.12.00,0.0
Jiangsu-Commercial_PV-129,2050.12.12.00,0.0
Jiangsu-Commercial_PV-170,2050.12.12.00,0.0
Jiangsu-Commercial_PV-74,2050.12.12.00,0.0
Jiangsu-Commercial_PV-75,2050.12.12.00,0.0
Jiangsu-Commercial_PV-76,2050.12.12.00,0.0
Jiangsu-Commercial_PV-77,2050.12.12.00,0.0
Jiangsu-Commercial_PV-78,2050.12.12.00,0.0
Jiangsu-Offshore_Wind-13135,2050.12.12.00,0.327247
Jiangsu-Residential_PV-274,2050.12.12.00,0.0
Jiangsu-Residential_PV-275,2050.12.12.00,0.0
Jiangsu-Residential_PV-276,2050.12.12.00,0.0
Jiangsu-Residential_PV-277,2050.12.12.00,0.0
Jiangsu-Residential_PV-278,2050.12.12.00,0.0
Jiangsu-Residential_PV-357,2050.12.12.00,0.0
Jiangsu-Residential_PV-370,2050.12.12.00,0.0
Jiangsu-Wind-1078,2050.12.12.00,0.233246
Jiangsu-Wind-1079,2050.12.12.00,0.233246
Jiangsu-Wind-1080,2050.12.12.00,0.233246
Jiangsu-Wind-1084,2050.12.12.00,0.233246
Jiangsu-Wind-1085,2050.12.12.00,0.233246
Jiangsu-Wind-1088,2050.12.12.00,0.233246
Jiangsu-Wind-1089,2050.12.12.00,0.233246
Jiangsu-Wind-1092,2050.12.12.00,0.233246
Jiangsu-Wind-1093,2050.12.12.00,0.233246
Jiangsu-Wind-1094,2050.12.12.00,0.233246
Jiangsu-Wind-1096,2050.12.12.00,0.233246
Jiangsu-Wind-1159,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40015,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40031,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40053,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40089,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40116,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40143,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40172,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40200,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40227,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40249,2050.12.12.00,0.233246
Jiangsu-Wind_EP-ep-40270,2050.12.12.00,0.233246
Shanghai-Central_PV-509,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50003,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50005,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50044,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50074,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50103,2050.12.12.00,0.0
Shanghai-Central_PV_EP-ep-50164,2050.12.12.00,0.0
Shanghai-Commercial_PV-109,2050.12.12.00,0.0
Shanghai-Offshore_Wind-13152,2050.12.12.00,0.062737
Shanghai-Residential_PV-309,2050.12.12.00,0.0
Shanghai-Wind-1068,2050.12.12.00,0.0236638
Shanghai-Wind-1069,2050.12.12.00,0.0236638
Shanghai-Wind-1072,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40003,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40020,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40037,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40070,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40096,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40124,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40151,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40179,2050.12.12.00,0.0236638
Shanghai-Wind_EP-ep-40255,2050.12.12.00,0.0236638
Zhejiang-Central_PV-547,2050.12.12.00,0.0
Zhejiang-Central_PV-548,2050.12.12.00,0.0
Zhejiang-Central_PV-549,2050.12.12.00,0.0
Zhejiang-Central_PV-550,2050.12.12.00,0.0
Zhejiang-Central_PV-551,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50011,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50025,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50052,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50082,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50111,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50142,2050.12.12.00,0.0
Zhejiang-Central_PV_EP-ep-50171,2050.12.12.00,0.0
Zhejiang-Commercial_PV-147,2050.12.12.00,0.0
Zhejiang-Commercial_PV-148,2050.12.12.00,0.0
Zhejiang-Commercial_PV-149,2050.12.12.00,0.0
Zhejiang-Commercial_PV-150,2050.12.12.00,0.0
Zhejiang-Commercial_PV-151,2050.12.12.00,0.0
Zhejiang-Offshore_Wind-13169,2050.12.12.00,0.730499
Zhejiang-Residential_PV-347,2050.12.12.00,0.0
Zhejiang-Residential_PV-348,2050.12.12.00,0.0
Zhejiang-Residential_PV-349,2050.12.12.00,0.0
Zhejiang-Residential_PV-350,2050.12.12.00,0.0
Zhejiang-Residential_PV-351,2050.12.12.00,0.0
Zhejiang-Wind-1048,2050.12.12.00,0.614137
Zhejiang-Wind-1051,2050.12.12.00,0.614137
Zhejiang-Wind-1053,2050.12.12.00,0.614137
Zhejiang-Wind-1054,2050.12.12.00,0.614137
Zhejiang-Wind-1056,2050.12.12.00,0.614137
Zhejiang-Wind-1059,2050.12.12.00,0.614137
Zhejiang-Wind-1061,2050.12.12.00,0.614137
Zhejiang-Wind-1065,2050.12.12.00,0.614137
Zhejiang-Wind-1067,2050.12.12.00,0.614137
Zhejiang-Wind-1157,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40023,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40041,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40062,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40068,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40077,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40102,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40130,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40159,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40185,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40213,2050.12.12.00,0.614137
Zhejiang-Wind_EP-ep-40237,2050.12.12.00,0.614137
Anhui-Central_PV-401,2050.12.12.04,0.0
Anhui-Central_PV-402,2050.12.12.04,0.0
Anhui-Central_PV-403,2050.12.12.04,0.0
Anhui-Central_PV-404,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50012,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50026,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50053,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50083,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50112,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50143,2050.12.12.04,0.0
Anhui-Central_PV_EP-ep-50173,2050.12.12.04,0.0
Anhui-Commercial_PV-2,2050.12.12.04,0.0
Anhui-Commercial_PV-3,2050.12.12.04,0.0
Anhui-Commercial_PV-4,2050.12.12.04,0.0
Anhui-Residential_PV-201,2050.12.12.04,0.0
Anhui-Residential_PV-202,2050.12.12.04,0.0
Anhui-Residential_PV-203,2050.12.12.04,0.0
Anhui-Residential_PV-204,2050.12.12.04,0.0
Anhui-Wind-1081,2050.12.12.04,0.497086
Anhui-Wind-1082,2050.12.12.04,0.497086
Anhui-Wind-1083,2050.12.12.04,0.497086
Anhui-Wind-1155,2050.12.12.04,0.497086
Anhui-Wind-1158,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40078,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40103,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40131,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40160,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40186,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40214,2050.12.12.04,0.497086
Anhui-Wind_EP-ep-40256,2050.12.12.04,0.497086
Fujian-Central_PV-407,2050.12.12.04,0.0
Fujian-Central_PV-408,2050.12.12.04,0.0
Fujian-Central_PV-409,2050.12.12.04,0.0
Fujian-Central_PV-410,2050.12.12.04,0.0
Fujian-Central_PV-411,2050.12.12.04,0.0
Fujian-Central_PV-600,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50028,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50057,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50086,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50116,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50147,2050.12.12.04,0.0
Fujian-Central_PV_EP-ep-50175,2050.12.12.04,0.0
Fujian-Commercial_PV-10,2050.12.12.04,0.0
Fujian-Commercial_PV-11,2050.12.12.04,0.0
Fujian-Commercial_PV-200,2050.12.12.04,0.0
Fujian-Commercial_PV-7,2050.12.12.04,0.0
Fujian-Commercial_PV-8,2050.12.12.04,0.0
Fujian-Commercial_PV-9,2050.12.12.04,0.0
Fujian-Offshore_Wind-13118,2050.12.12.04,0.939855
Fujian-Residential_PV-207,2050.12.12.04,0.0
Fujian-Residential_PV-208,2050.12.12.04,0.0
Fujian-Residential_PV-209,2050.12.12.04,0.0
Fujian-Residential_PV-210,2050.12.12.04,0.0
Fujian-Residential_PV-211,2050.12.12.04,0.0
Fujian-Residential_PV-400,2050.12.12.04,0.0
Fujian-Wind-1021,2050.12.12.04,0.924582
Fujian-Wind-1022,2050.12.12.04,0.924582
Fujian-Wind-1024,2050.12.12.04,0.924582
Fujian-Wind-1029,2050.12.12.04,0.924582
Fujian-Wind-1035,2050.12.12.04,0.924582
Fujian-Wind-1042,2050.12.12.04,0.924582
Fujian-Wind-1044,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40001,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40008,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40025,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40045,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40106,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40133,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40162,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40190,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40218,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40241,2050.12.12.04,0.924582
Fujian-Wind_EP-ep-40259,2050.12.12.04,0.924582
Jiangsu-Central_PV-474,2050.12.12.04,0.0
Jiangsu-Central_PV-475,2050.12.12.04,0.0
Jiangsu-Central_PV-476,2050.12.12.04,0.0
Jiangsu-Central_PV-477,2050.12.12.04,0.0
Jiangsu-Central_PV-478,2050.12.12.04,0.0
Jiangsu-Central_PV-570,2050.12.12.04,0.0
Jiangsu-Central_PV-571,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50016,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50037,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50066,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50096,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50127,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50156,2050.12.12.04,0.0
Jiangsu-Central_PV_EP-ep-50180,2050.12.12.04,0.0
Jiangsu-Commercial_PV-129,2050.12.12.04,0.0
Jiangsu-Commercial_PV-170,2050.12.12.04,0.0
Jiangsu-Commercial_PV-74,2050.12.12.04,0.0
Jiangsu-Commercial_PV-75,2050.12.12.04,0.0
Jiangsu-Commercial_PV-76,2050.12.12.04,0.0
Jiangsu-Commercial_PV-77,2050.12.12.04,0.0
Jiangsu-Commercial_PV-78,2050.12.12.04,0.0
Jiangsu-Offshore_Wind-13135,2050.12.12.04,0.328096
Jiangsu-Residential_PV-274,2050.12.12.04,0.0
Jiangsu-Residential_PV-275,2050.12.12.04,0.0
Jiangsu-Residential_PV-276,2050.12.12.04,0.0
Jiangsu-Residential_PV-277,2050.12.12.04,0.0
Jiangsu-Residential_PV-278,2050.12.12.04,0.0
Jiangsu-Residential_PV-357,2050.12.12.04,0.0
Jiangsu-Residential_PV-370,2050.12.12.04,0.0
Jiangsu-Wind-1078,2050.12.12.04,0.24522
Jiangsu-Wind-1079,2050.12.12.04,0.24522
Jiangsu-Wind-1080,2050.12.12.04,0.24522
Jiangsu-Wind-1084,2050.12.12.04,0.24522
Jiangsu-Wind-1085,2050.12.12.04,0.24522
Jiangsu-Wind-1088,2050.12.12.04,0.24522
Jiangsu-Wind-1089,2050.12.12.04,0.24522
Jiangsu-Wind-1092,2050.12.12.04,0.24522
Jiangsu-Wind-1093,2050.12.12.04,0.24522
Jiangsu-Wind-1094,2050.12.12.04,0.24522
Jiangsu-Wind-1096,2050.12.12.04,0.24522
Jiangsu-Wind-1159,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40015,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40031,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40053,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40089,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40116,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40143,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40172,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40200,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40227,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40249,2050.12.12.04,0.24522
Jiangsu-Wind_EP-ep-40270,2050.12.12.04,0.24522
Shanghai-Central_PV-509,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50003,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50005,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50044,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50074,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50103,2050.12.12.04,0.0
Shanghai-Central_PV_EP-ep-50164,2050.12.12.04,0.0
Shanghai-Commercial_PV-109,2050.12.12.04,0.0
Shanghai-Offshore_Wind-13152,2050.12.12.04,0.0736588
Shanghai-Residential_PV-309,2050.12.12.04,0.0
Shanghai-Wind-1068,2050.12.12.04,0.013925
Shanghai-Wind-1069,2050.12.12.04,0.013925
Shanghai-Wind-1072,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40003,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40020,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40037,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40070,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40096,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40124,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40151,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40179,2050.12.12.04,0.013925
Shanghai-Wind_EP-ep-40255,2050.12.12.04,0.013925
Zhejiang-Central_PV-547,2050.12.12.04,0.0
Zhejiang-Central_PV-548,2050.12.12.04,0.0
Zhejiang-Central_PV-549,2050.12.12.04,0.0
Zhejiang-Central_PV-550,2050.12.12.04,0.0
Zhejiang-Central_PV-551,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50011,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50025,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50052,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50082,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50111,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50142,2050.12.12.04,0.0
Zhejiang-Central_PV_EP-ep-50171,2050.12.12.04,0.0
Zhejiang-Commercial_PV-147,2050.12.12.04,0.0
Zhejiang-Commercial_PV-148,2050.12.12.04,0.0
Zhejiang-Commercial_PV-149,2050.12.12.04,0.0
Zhejiang-Commercial_PV-150,2050.12.12.04,0.0
Zhejiang-Commercial_PV-151,2050.12.12.04,0.0
Zhejiang-Offshore_Wind-13169,2050.12.12.04,0.771388
Zhejiang-Residential_PV-347,2050.12.12.04,0.0
Zhejiang-Residential_PV-348,2050.12.12.04,0.0
Zhejiang-Residential_PV-349,2050.12.12.04,0.0
Zhejiang-Residential_PV-350,2050.12.12.04,0.0
Zhejiang-Residential_PV-351,2050.12.12.04,0.0
Zhejiang-Wind-1048,2050.12.12.04,0.623617
Zhejiang-Wind-1051,2050.12.12.04,0.623617
Zhejiang-Wind-1053,2050.12.12.04,0.623617
Zhejiang-Wind-1054,2050.12.12.04,0.623617
Zhejiang-Wind-1056,2050.12.12.04,0.623617
Zhejiang-Wind-1059,2050.12.12.04,0.623617
Zhejiang-Wind-1061,2050.12.12.04,0.623617
Zhejiang-Wind-1065,2050.12.12.04,0.623617
Zhejiang-Wind-1067,2050.12.12.04,0.623617
Zhejiang-Wind-1157,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40023,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40041,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40062,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40068,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40077,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40102,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40130,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40159,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40185,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40213,2050.12.12.04,0.623617
Zhejiang-Wind_EP-ep-40237,2050.12.12.04,0.623617
Anhui-Central_PV-401,2050.12.12.08,0.246875
Anhui-Central_PV-402,2050.12.12.08,0.323828
Anhui-Central_PV-403,2050.12.12.08,0.318249
Anhui-Central_PV-404,2050.12.12.08,0.183215
Anhui-Central_PV_EP-ep-50012,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50026,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50053,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50083,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50112,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50143,2050.12.12.08,0.268042
Anhui-Central_PV_EP-ep-50173,2050.12.12.08,0.268042
Anhui-Commercial_PV-2,2050.12.12.08,0.25728
Anhui-Commercial_PV-3,2050.12.12.08,0.261003
Anhui-Commercial_PV-4,2050.12.12.08,0.150017
Anhui-Residential_PV-201,2050.12.12.08,0.199627
Anhui-Residential_PV-202,2050.12.12.08,0.249981
Anhui-Residential_PV-203,2050.12.12.08,0.252447
Anhui-Residential_PV-204,2050.12.12.08,0.147023
Anhui-Wind-1081,2050.12.12.08,0.466709
Anhui-Wind-1082,2050.12.12.08,0.466709
Anhui-Wind-1083,2050.12.12.08,0.466709
Anhui-Wind-1155,2050.12.12.08,0.466709
Anhui-Wind-1158,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40078,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40103,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40131,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40160,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40186,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40214,2050.12.12.08,0.466709
Anhui-Wind_EP-ep-40256,2050.12.12.08,0.466709
Fujian-Central_PV-407,2050.12.12.08,0.0805136
Fujian-Central_PV-408,2050.12.12.08,0.0737721
Fujian-Central_PV-409,2050.12.12.08,0.0790185
Fujian-Central_PV-410,2050.12.12.08,0.0466166
Fujian-Central_PV-411,2050.12.12.08,0.416776
Fujian-Central_PV-600,2050.12.12.08,0.0605122
Fujian-Central_PV_EP-ep-50028,2050.12.12.08,0.126201
Fujian-Central_PV_EP-ep-50057,2050.12.12.08,0.126201
Fujian-Central_PV_EP-ep-50086,2050.12.12.08,0.126201
Fujian-Central_PV_EP-ep-50116,2050.12.12.08,0.126201
Fujian-Central_PV_EP-ep-50147,2050.12.12.08,0.126201
Fujian-Central_PV_EP-ep-50175,2050.12.12.08,0.126201
Fujian-Commercial_PV-10,2050.12.12.08,0.0470506
Fujian-Commercial_PV-11,2050.12.12.08,0.326065
Fujian-Commercial_PV-200,2050.12.12.08,0.0614793
Fujian-Commercial_PV-7,2050.12.12.08,0.0810139
Fujian-Commercial_PV-8,2050.12.12.08,0.0749043
Fujian-Commercial_PV-9,2050.12.12.08,0.0791423
Fujian-Offshore_Wind-13118,2050.12.12.08,0.871462
Fujian-Residential_PV-207,2050.12.12.08,0.0808634
Fujian-Residential_PV-208,2050.12.12.08,0.0752371
Fujian-Residential_PV-209,2050.12.12.08,0.0790671
Fujian-Residential_PV-210,2050.12.12.08,0.0482937
Fujian-Residential_PV-211,2050.12.12.08,0.312396
Fujian-Residential_PV-400,2050.12.12.08,0.0621589
Fujian-Wind-1021,2050.12.12.08,0.866016
Fujian-Wind-1022,2050.12.12.08,0.866016
Fujian-Wind-1024,2050.12.12.08,0.866016
Fujian-Wind-1029,2050.12.12.08,0.866016
Fujian-Wind-1035,2050.12.12.08,0.866016
Fujian-Wind-1042,2050.12.12.08,0.866016
Fujian-Wind-1044,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40001,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40008,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40025,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40045,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40106,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40133,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40162,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40190,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40218,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40241,2050.12.12.08,0.866016
Fujian-Wind_EP-ep-40259,2050.12.12.08,0.866016
Jiangsu-Central_PV-474,2050.12.12.08,0.275067
Jiangsu-Central_PV-475,2050.12.12.08,0.234677
Jiangsu-Central_PV-476,2050.12.12.08,0.246329
Jiangsu-Central_PV-477,2050.12.12.08,0.253541
Jiangsu-Central_PV-478,2050.12.12.08,0.276121
Jiangsu-Central_PV-570,2050.12.12.08,0.256785
Jiangsu-Central_PV-571,2050.12.12.08,0.24558
Jiangsu-Central_PV_EP-ep-50016,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50037,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50066,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50096,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50127,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50156,2050.12.12.08,0.255443
Jiangsu-Central_PV_EP-ep-50180,2050.12.12.08,0.255443
Jiangsu-Commercial_PV-129,2050.12.12.08,0.0
Jiangsu-Commercial_PV-170,2050.12.12.08,0.212094
Jiangsu-Commercial_PV-74,2050.12.12.08,0.230914
Jiangsu-Commercial_PV-75,2050.12.12.08,0.206129
