GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
Jiangsu-Coal_1000_RC-12007,2038,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-12007,2048,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-12025,2038,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_RC-12025,2048,Coal_1000_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_SEA-11991,2038,Coal_1000_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_1000_SEA-11991,2048,Coal_1000_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11941,2038,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11941,2048,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11959,2038,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11959,2048,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11977,2038,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-11977,2048,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-12003,2038,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-12003,2048,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-12021,2038,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_OT-12021,2048,Coal_300_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11949,2038,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11949,2048,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11967,2038,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11967,2048,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11985,2038,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-11985,2048,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-12011,2038,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-12011,2048,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-12029,2038,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_RC-12029,2048,Coal_300_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_SEA-11995,2038,Coal_300_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_300_SEA-11995,2048,Coal_300_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11939,2038,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11939,2048,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11957,2038,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11957,2048,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11975,2038,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-11975,2048,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-12001,2038,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-12001,2048,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-12019,2038,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_OT-12019,2048,Coal_600_OT,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11947,2038,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11947,2048,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11965,2038,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11965,2048,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11983,2038,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-11983,2048,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-12009,2038,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-12009,2048,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-12027,2038,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_RC-12027,2048,Coal_600_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_SEA-11993,2038,Coal_600_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_600_SEA-11993,2048,Coal_600_SEA,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11951,2038,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11951,2048,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11969,2038,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11969,2048,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11987,2038,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-11987,2048,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-12013,2038,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-12013,2048,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-12031,2038,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Coal_IGCC_RC-12031,2048,Coal_IGCC_RC,Jiangsu,Coal,0,.,0
Jiangsu-Commercial_PV-129,2038,Commercial_PV,Jiangsu,Solar,1057.14,.,1.23366e+09
Jiangsu-Commercial_PV-129,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-170,2038,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-170,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-74,2038,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-74,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-75,2038,Commercial_PV,Jiangsu,Solar,1057.14,.,1.23366e+09
Jiangsu-Commercial_PV-75,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-76,2038,Commercial_PV,Jiangsu,Solar,1057.14,.,1.23366e+09
Jiangsu-Commercial_PV-76,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-77,2038,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-77,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-Commercial_PV-78,2038,Commercial_PV,Jiangsu,Solar,1057.14,.,1.23366e+09
Jiangsu-Commercial_PV-78,2048,Commercial_PV,Jiangsu,Solar,0,.,0
Jiangsu-EP_Coal_1000_OT-ep-3067,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3067,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3068,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3068,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3069,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3069,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3070,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-3070,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-843,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-843,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-844,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-844,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-849,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-849,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-850,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-851,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-852,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-852,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-853,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-853,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-854,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-854,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-855,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-855,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-856,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-856,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-857,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-857,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-858,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-858,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-859,2038,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_OT-ep-859,2048,EP_Coal_1000_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3071,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3071,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3072,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3072,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3073,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-3073,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-842,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-842,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-845,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-845,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-846,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-846,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-847,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-847,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-848,2038,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_RC-ep-848,2048,EP_Coal_1000_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3074,2038,EP_Coal_1000_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3074,2048,EP_Coal_1000_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3075,2038,EP_Coal_1000_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3075,2048,EP_Coal_1000_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-935,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-940,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-941,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-942,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-943,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-967,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-968,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-969,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_OT-ep-970,2038,EP_Coal_300_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-922,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-923,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-924,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-925,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-926,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-927,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-928,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-929,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-930,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-931,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-932,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-933,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-934,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-936,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-937,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-938,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-939,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-955,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-956,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-963,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-964,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-965,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_300_RC-ep-966,2038,EP_Coal_300_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-3076,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-3076,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-3077,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-3077,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-863,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-863,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-864,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-864,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-869,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-869,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-870,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-870,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-871,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-871,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-872,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-872,2048,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-875,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-876,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-877,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-878,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-879,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-880,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-881,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-882,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-884,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-885,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-886,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-887,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-888,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-889,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-895,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-896,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-897,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-898,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-899,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_OT-ep-900,2038,EP_Coal_600_OT,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-873,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-873,2048,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-874,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-874,2048,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-891,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-892,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-893,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-893,2048,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-894,2038,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_RC-ep-894,2048,EP_Coal_600_RC,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-3078,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-3078,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-861,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-861,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-862,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-862,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-865,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-865,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-866,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-866,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-867,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-867,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-868,2038,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-EP_Coal_600_SEA-ep-868,2048,EP_Coal_600_SEA,Jiangsu,Coal,.,.,.
Jiangsu-Gas_CCGT_OT-11943,2038,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-11943,2048,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-11961,2038,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-11961,2048,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-11979,2038,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-11979,2048,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-12005,2038,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-12005,2048,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-12023,2038,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_OT-12023,2048,Gas_CCGT_OT,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11953,2038,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11953,2048,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11971,2038,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11971,2048,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11989,2038,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-11989,2048,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-12015,2038,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-12015,2048,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-12033,2038,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_RC-12033,2048,Gas_CCGT_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_SEA-11997,2038,Gas_CCGT_SEA,Jiangsu,Gas,0,.,0
Jiangsu-Gas_CCGT_SEA-11997,2048,Gas_CCGT_SEA,Jiangsu,Gas,0,.,0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2038,Gas_Combustion_Turbine_RC,Jiangsu,Gas,0,.,0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2048,Gas_Combustion_Turbine_RC,Jiangsu,Gas,0,.,0
Jiangsu-Hydro_NonPumped-ep-30016,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30016,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30047,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30047,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30078,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30078,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30109,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30109,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30140,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30140,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30171,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30171,2048,Hydro_NonPumped,Jiangsu,Water,.,.,.
Jiangsu-Hydro_NonPumped-ep-30202,2038,Hydro_NonPumped,Jiangsu,Water,.,.,.
