GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
Zhejiang-EP_Coal_1000_SEA-ep-1026,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1027,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1027,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1028,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1028,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1029,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1029,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1030,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1031,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1032,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1033,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1034,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1034,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1035,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-1035,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-3087,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-3087,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-3088,2038,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_1000_SEA-ep-3088,2048,EP_Coal_1000_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_OT-ep-1104,2038,EP_Coal_300_OT,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_OT-ep-1105,2038,EP_Coal_300_OT,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_RC-ep-1097,2038,EP_Coal_300_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_RC-ep-1098,2038,EP_Coal_300_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_RC-ep-1101,2038,EP_Coal_300_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_RC-ep-1102,2038,EP_Coal_300_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_SEA-ep-1086,2038,EP_Coal_300_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_SEA-ep-1086,2048,EP_Coal_300_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_SEA-ep-1095,2038,EP_Coal_300_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_SEA-ep-1103,2038,EP_Coal_300_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_300_SEA-ep-1107,2038,EP_Coal_300_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1038,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1038,2048,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1039,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1039,2048,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1048,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1049,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1050,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_RC-ep-1051,2038,EP_Coal_600_RC,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1040,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1040,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1041,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1041,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1042,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1042,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1043,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1043,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1044,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1045,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1046,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1047,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1054,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1055,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1056,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1057,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1058,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1059,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1060,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1061,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1062,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1063,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1064,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1065,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-1066,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-3089,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-3089,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-3090,2038,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-EP_Coal_600_SEA-ep-3090,2048,EP_Coal_600_SEA,Zhejiang,Coal,.,.,.
Zhejiang-Gas_CCGT_OT-12069,2038,Gas_CCGT_OT,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_OT-12069,2048,Gas_CCGT_OT,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12043,2038,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12043,2048,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12053,2038,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12053,2048,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12079,2038,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12079,2048,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12097,2038,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_RC-12097,2048,Gas_CCGT_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12061,2038,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12061,2048,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12087,2038,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12087,2048,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12105,2038,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_CCGT_SEA-12105,2048,Gas_CCGT_SEA,Zhejiang,Gas,0,.,0
Zhejiang-Gas_Combustion_Turbine_RC-13175,2038,Gas_Combustion_Turbine_RC,Zhejiang,Gas,0,.,0
Zhejiang-Gas_Combustion_Turbine_RC-13175,2048,Gas_Combustion_Turbine_RC,Zhejiang,Gas,0,.,0
Zhejiang-Hydro_NonPumped-ep-30031,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30031,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30062,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30062,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30093,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30093,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30124,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30124,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30155,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30155,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30186,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30186,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30217,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30217,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30248,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30248,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30279,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30279,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30310,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30310,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30341,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30341,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30372,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30372,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30403,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30403,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30434,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30434,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30465,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30465,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30496,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30496,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30527,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30527,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30558,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30558,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30581,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30581,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30604,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30604,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30627,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30627,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30650,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30650,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30673,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30673,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30693,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30693,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30716,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30716,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30744,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30744,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30767,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30767,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30791,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30791,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30811,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30811,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30856,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30856,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30865,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30865,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30933,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30933,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30967,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30967,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30974,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30974,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30985,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30985,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30989,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30989,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30992,2038,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_NonPumped-ep-30992,2048,Hydro_NonPumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35006,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35006,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35017,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35017,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35018,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35018,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35023,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35023,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35038,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35038,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35054,2038,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Hydro_Pumped-ep-35054,2048,Hydro_Pumped,Zhejiang,Water,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-3092,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-3092,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60006,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60007,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60008,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60008,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60009,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60009,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60010,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60011,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60027,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60027,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60028,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60028,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60033,2038,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_EP_SEA-ep-60033,2048,Nuclear_EP_SEA,Zhejiang,Uranium,.,.,.
Zhejiang-Nuclear_SEA-13131,2038,Nuclear_SEA,Zhejiang,Uranium,3666,.,1.03832e+10
Zhejiang-Nuclear_SEA-13131,2048,Nuclear_SEA,Zhejiang,Uranium,2614,.,7.40362e+09
Zhejiang-Nuclear_SEA-13176,2038,Nuclear_SEA,Zhejiang,Uranium,0,.,0
Zhejiang-Nuclear_SEA-13176,2048,Nuclear_SEA,Zhejiang,Uranium,0,.,0
Zhejiang-Nuclear_SMR-13174,2038,Nuclear_SMR,Zhejiang,Uranium,0,.,0
Zhejiang-Nuclear_SMR-13174,2048,Nuclear_SMR,Zhejiang,Uranium,0,.,0
Zhejiang-Offshore_Wind-13169,2038,Offshore_Wind,Zhejiang,Wind,53840,.,1.58059e+11
Zhejiang-Offshore_Wind-13169,2048,Offshore_Wind,Zhejiang,Wind,0,.,0
Zhejiang-Residential_PV-347,2038,Residential_PV,Zhejiang,Solar,1280,.,2.03441e+09
Zhejiang-Residential_PV-347,2048,Residential_PV,Zhejiang,Solar,0,.,0
Zhejiang-Residential_PV-348,2038,Residential_PV,Zhejiang,Solar,1280,.,2.03441e+09
Zhejiang-Residential_PV-348,2048,Residential_PV,Zhejiang,Solar,0,.,0
Zhejiang-Residential_PV-349,2038,Residential_PV,Zhejiang,Solar,1280,.,2.03441e+09
Zhejiang-Residential_PV-349,2048,Residential_PV,Zhejiang,Solar,0,.,0
Zhejiang-Residential_PV-350,2038,Residential_PV,Zhejiang,Solar,1280,.,2.03441e+09
Zhejiang-Residential_PV-350,2048,Residential_PV,Zhejiang,Solar,0,.,0
Zhejiang-Residential_PV-351,2038,Residential_PV,Zhejiang,Solar,1280,.,2.03441e+09
Zhejiang-Residential_PV-351,2048,Residential_PV,Zhejiang,Solar,0,.,0
Zhejiang-Wind-1048,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1048,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1051,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1051,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1053,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1053,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1054,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1054,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1056,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1056,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1059,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1059,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1061,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1061,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1065,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1065,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1067,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1067,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind-1157,2038,Wind,Zhejiang,Wind,944,.,1.07408e+09
Zhejiang-Wind-1157,2048,Wind,Zhejiang,Wind,0,.,0
Zhejiang-Wind_EP-ep-40062,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40068,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40077,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40102,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40130,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40159,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40185,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40213,2038,Wind_EP,Zhejiang,Wind,.,.,.
Zhejiang-Wind_EP-ep-40237,2038,Wind_EP,Zhejiang,Wind,.,.,.
