BASE_BLD_RETRO_BLD_1,BASE_BLD_RETRO_BLD_2,BASE_BLD_RETRO_BLD_3,BASE_BLD_RETRO_BLD_4,BuildRetrofitGen
Zhejiang-Coal_1000_SEA-12099,2048,Zhejiang-Coal_1000_SEA-12099_CCS,2048,0.0
Zhejiang-Coal_1000_SEA-12099,2048,Zhejiang-Coal_1000_SEA-12099_H2,2048,0.0
Zhejiang-Coal_300_OT-12067,2038,Zhejiang-Coal_300_OT-12067_CCS,2038,-0.0
Zhejiang-Coal_300_OT-12067,2038,Zhejiang-Coal_300_OT-12067_CCS,2048,0.0
Zhejiang-Coal_300_OT-12067,2038,Zhejiang-Coal_300_OT-12067_H2,2038,-0.0
Zhejiang-Coal_300_OT-12067,2038,Zhejiang-Coal_300_OT-12067_H2,2048,0.0
Zhejiang-Coal_300_OT-12067,2048,Zhejiang-Coal_300_OT-12067_CCS,2048,0.0
Zhejiang-Coal_300_OT-12067,2048,Zhejiang-Coal_300_OT-12067_H2,2048,-0.0
Zhejiang-Coal_300_RC-12039,2038,Zhejiang-Coal_300_RC-12039_CCS,2038,-0.0
Zhejiang-Coal_300_RC-12039,2038,Zhejiang-Coal_300_RC-12039_CCS,2048,0.0
Zhejiang-Coal_300_RC-12039,2038,Zhejiang-Coal_300_RC-12039_H2,2038,-0.0
Zhejiang-Coal_300_RC-12039,2038,Zhejiang-Coal_300_RC-12039_H2,2048,0.0
Zhejiang-Coal_300_RC-12039,2048,Zhejiang-Coal_300_RC-12039_CCS,2048,0.0
Zhejiang-Coal_300_RC-12039,2048,Zhejiang-Coal_300_RC-12039_H2,2048,-0.0
Zhejiang-Coal_300_RC-12049,2038,Zhejiang-Coal_300_RC-12049_CCS,2038,-0.0
Zhejiang-Coal_300_RC-12049,2038,Zhejiang-Coal_300_RC-12049_CCS,2048,0.0
Zhejiang-Coal_300_RC-12049,2038,Zhejiang-Coal_300_RC-12049_H2,2038,-0.0
Zhejiang-Coal_300_RC-12049,2038,Zhejiang-Coal_300_RC-12049_H2,2048,0.0
Zhejiang-Coal_300_RC-12049,2048,Zhejiang-Coal_300_RC-12049_CCS,2048,0.0
Zhejiang-Coal_300_RC-12049,2048,Zhejiang-Coal_300_RC-12049_H2,2048,-0.0
Zhejiang-Coal_300_RC-12075,2038,Zhejiang-Coal_300_RC-12075_CCS,2038,-0.0
Zhejiang-Coal_300_RC-12075,2038,Zhejiang-Coal_300_RC-12075_CCS,2048,0.0
Zhejiang-Coal_300_RC-12075,2038,Zhejiang-Coal_300_RC-12075_H2,2038,-0.0
Zhejiang-Coal_300_RC-12075,2038,Zhejiang-Coal_300_RC-12075_H2,2048,0.0
Zhejiang-Coal_300_RC-12075,2048,Zhejiang-Coal_300_RC-12075_CCS,2048,0.0
Zhejiang-Coal_300_RC-12075,2048,Zhejiang-Coal_300_RC-12075_H2,2048,-0.0
Zhejiang-Coal_300_RC-12093,2038,Zhejiang-Coal_300_RC-12093_CCS,2038,-0.0
Zhejiang-Coal_300_RC-12093,2038,Zhejiang-Coal_300_RC-12093_CCS,2048,0.0
Zhejiang-Coal_300_RC-12093,2038,Zhejiang-Coal_300_RC-12093_H2,2038,-0.0
Zhejiang-Coal_300_RC-12093,2038,Zhejiang-Coal_300_RC-12093_H2,2048,0.0
Zhejiang-Coal_300_RC-12093,2048,Zhejiang-Coal_300_RC-12093_CCS,2048,0.0
Zhejiang-Coal_300_RC-12093,2048,Zhejiang-Coal_300_RC-12093_H2,2048,-0.0
Zhejiang-Coal_300_SEA-12059,2038,Zhejiang-Coal_300_SEA-12059_CCS,2038,-0.0
Zhejiang-Coal_300_SEA-12059,2038,Zhejiang-Coal_300_SEA-12059_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12059,2038,Zhejiang-Coal_300_SEA-12059_H2,2038,-0.0
Zhejiang-Coal_300_SEA-12059,2038,Zhejiang-Coal_300_SEA-12059_H2,2048,0.0
Zhejiang-Coal_300_SEA-12059,2048,Zhejiang-Coal_300_SEA-12059_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12059,2048,Zhejiang-Coal_300_SEA-12059_H2,2048,-0.0
Zhejiang-Coal_300_SEA-12085,2038,Zhejiang-Coal_300_SEA-12085_CCS,2038,-0.0
Zhejiang-Coal_300_SEA-12085,2038,Zhejiang-Coal_300_SEA-12085_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12085,2038,Zhejiang-Coal_300_SEA-12085_H2,2038,-0.0
Zhejiang-Coal_300_SEA-12085,2038,Zhejiang-Coal_300_SEA-12085_H2,2048,0.0
Zhejiang-Coal_300_SEA-12085,2048,Zhejiang-Coal_300_SEA-12085_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12085,2048,Zhejiang-Coal_300_SEA-12085_H2,2048,-0.0
Zhejiang-Coal_300_SEA-12103,2038,Zhejiang-Coal_300_SEA-12103_CCS,2038,-0.0
Zhejiang-Coal_300_SEA-12103,2038,Zhejiang-Coal_300_SEA-12103_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12103,2038,Zhejiang-Coal_300_SEA-12103_H2,2038,-0.0
Zhejiang-Coal_300_SEA-12103,2038,Zhejiang-Coal_300_SEA-12103_H2,2048,-0.0
Zhejiang-Coal_300_SEA-12103,2048,Zhejiang-Coal_300_SEA-12103_CCS,2048,0.0
Zhejiang-Coal_300_SEA-12103,2048,Zhejiang-Coal_300_SEA-12103_H2,2048,-0.0
Zhejiang-Coal_600_OT-12065,2038,Zhejiang-Coal_600_OT-12065_CCS,2038,-0.0
Zhejiang-Coal_600_OT-12065,2038,Zhejiang-Coal_600_OT-12065_CCS,2048,0.0
Zhejiang-Coal_600_OT-12065,2038,Zhejiang-Coal_600_OT-12065_H2,2038,-0.0
Zhejiang-Coal_600_OT-12065,2038,Zhejiang-Coal_600_OT-12065_H2,2048,-0.0
Zhejiang-Coal_600_OT-12065,2048,Zhejiang-Coal_600_OT-12065_CCS,2048,0.0
Zhejiang-Coal_600_OT-12065,2048,Zhejiang-Coal_600_OT-12065_H2,2048,0.0
Zhejiang-Coal_600_RC-12037,2038,Zhejiang-Coal_600_RC-12037_CCS,2038,-0.0
Zhejiang-Coal_600_RC-12037,2038,Zhejiang-Coal_600_RC-12037_CCS,2048,0.0
Zhejiang-Coal_600_RC-12037,2038,Zhejiang-Coal_600_RC-12037_H2,2038,-0.0
Zhejiang-Coal_600_RC-12037,2038,Zhejiang-Coal_600_RC-12037_H2,2048,0.0
Zhejiang-Coal_600_RC-12037,2048,Zhejiang-Coal_600_RC-12037_CCS,2048,0.0
Zhejiang-Coal_600_RC-12037,2048,Zhejiang-Coal_600_RC-12037_H2,2048,0.0
Zhejiang-Coal_600_RC-12047,2038,Zhejiang-Coal_600_RC-12047_CCS,2038,-0.0
Zhejiang-Coal_600_RC-12047,2038,Zhejiang-Coal_600_RC-12047_CCS,2048,0.0
Zhejiang-Coal_600_RC-12047,2038,Zhejiang-Coal_600_RC-12047_H2,2038,-0.0
Zhejiang-Coal_600_RC-12047,2038,Zhejiang-Coal_600_RC-12047_H2,2048,-0.0
Zhejiang-Coal_600_RC-12047,2048,Zhejiang-Coal_600_RC-12047_CCS,2048,0.0
Zhejiang-Coal_600_RC-12047,2048,Zhejiang-Coal_600_RC-12047_H2,2048,0.0
Zhejiang-Coal_600_RC-12073,2038,Zhejiang-Coal_600_RC-12073_CCS,2038,-0.0
Zhejiang-Coal_600_RC-12073,2038,Zhejiang-Coal_600_RC-12073_CCS,2048,0.0
Zhejiang-Coal_600_RC-12073,2038,Zhejiang-Coal_600_RC-12073_H2,2038,-0.0
Zhejiang-Coal_600_RC-12073,2038,Zhejiang-Coal_600_RC-12073_H2,2048,0.0
Zhejiang-Coal_600_RC-12073,2048,Zhejiang-Coal_600_RC-12073_CCS,2048,0.0
Zhejiang-Coal_600_RC-12073,2048,Zhejiang-Coal_600_RC-12073_H2,2048,-0.0
Zhejiang-Coal_600_RC-12091,2038,Zhejiang-Coal_600_RC-12091_CCS,2038,-0.0
Zhejiang-Coal_600_RC-12091,2038,Zhejiang-Coal_600_RC-12091_CCS,2048,0.0
Zhejiang-Coal_600_RC-12091,2038,Zhejiang-Coal_600_RC-12091_H2,2038,-0.0
Zhejiang-Coal_600_RC-12091,2038,Zhejiang-Coal_600_RC-12091_H2,2048,-0.0
Zhejiang-Coal_600_RC-12091,2048,Zhejiang-Coal_600_RC-12091_CCS,2048,0.0
Zhejiang-Coal_600_RC-12091,2048,Zhejiang-Coal_600_RC-12091_H2,2048,0.0
Zhejiang-Coal_600_SEA-12057,2038,Zhejiang-Coal_600_SEA-12057_CCS,2038,-0.0
Zhejiang-Coal_600_SEA-12057,2038,Zhejiang-Coal_600_SEA-12057_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12057,2038,Zhejiang-Coal_600_SEA-12057_H2,2038,-0.0
Zhejiang-Coal_600_SEA-12057,2038,Zhejiang-Coal_600_SEA-12057_H2,2048,0.0
Zhejiang-Coal_600_SEA-12057,2048,Zhejiang-Coal_600_SEA-12057_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12057,2048,Zhejiang-Coal_600_SEA-12057_H2,2048,-0.0
Zhejiang-Coal_600_SEA-12083,2038,Zhejiang-Coal_600_SEA-12083_CCS,2038,-0.0
Zhejiang-Coal_600_SEA-12083,2038,Zhejiang-Coal_600_SEA-12083_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12083,2038,Zhejiang-Coal_600_SEA-12083_H2,2038,-0.0
Zhejiang-Coal_600_SEA-12083,2038,Zhejiang-Coal_600_SEA-12083_H2,2048,0.0
Zhejiang-Coal_600_SEA-12083,2048,Zhejiang-Coal_600_SEA-12083_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12083,2048,Zhejiang-Coal_600_SEA-12083_H2,2048,-0.0
Zhejiang-Coal_600_SEA-12101,2038,Zhejiang-Coal_600_SEA-12101_CCS,2038,-0.0
Zhejiang-Coal_600_SEA-12101,2038,Zhejiang-Coal_600_SEA-12101_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12101,2038,Zhejiang-Coal_600_SEA-12101_H2,2038,-0.0
Zhejiang-Coal_600_SEA-12101,2038,Zhejiang-Coal_600_SEA-12101_H2,2048,-0.0
Zhejiang-Coal_600_SEA-12101,2048,Zhejiang-Coal_600_SEA-12101_CCS,2048,0.0
Zhejiang-Coal_600_SEA-12101,2048,Zhejiang-Coal_600_SEA-12101_H2,2048,0.0
Zhejiang-Coal_IGCC_RC-12041,2038,Zhejiang-Coal_IGCC_RC-12041_CCS,2038,-0.0
Zhejiang-Coal_IGCC_RC-12041,2038,Zhejiang-Coal_IGCC_RC-12041_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12041,2038,Zhejiang-Coal_IGCC_RC-12041_H2,2038,-0.0
Zhejiang-Coal_IGCC_RC-12041,2038,Zhejiang-Coal_IGCC_RC-12041_H2,2048,0.0
Zhejiang-Coal_IGCC_RC-12041,2048,Zhejiang-Coal_IGCC_RC-12041_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12041,2048,Zhejiang-Coal_IGCC_RC-12041_H2,2048,-0.0
Zhejiang-Coal_IGCC_RC-12051,2038,Zhejiang-Coal_IGCC_RC-12051_CCS,2038,-0.0
Zhejiang-Coal_IGCC_RC-12051,2038,Zhejiang-Coal_IGCC_RC-12051_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12051,2038,Zhejiang-Coal_IGCC_RC-12051_H2,2038,-0.0
Zhejiang-Coal_IGCC_RC-12051,2038,Zhejiang-Coal_IGCC_RC-12051_H2,2048,-0.0
Zhejiang-Coal_IGCC_RC-12051,2048,Zhejiang-Coal_IGCC_RC-12051_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12051,2048,Zhejiang-Coal_IGCC_RC-12051_H2,2048,-0.0
Zhejiang-Coal_IGCC_RC-12077,2038,Zhejiang-Coal_IGCC_RC-12077_CCS,2038,-0.0
Zhejiang-Coal_IGCC_RC-12077,2038,Zhejiang-Coal_IGCC_RC-12077_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12077,2038,Zhejiang-Coal_IGCC_RC-12077_H2,2038,-0.0
Zhejiang-Coal_IGCC_RC-12077,2038,Zhejiang-Coal_IGCC_RC-12077_H2,2048,0.0
Zhejiang-Coal_IGCC_RC-12077,2048,Zhejiang-Coal_IGCC_RC-12077_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12077,2048,Zhejiang-Coal_IGCC_RC-12077_H2,2048,-0.0
Zhejiang-Coal_IGCC_RC-12095,2038,Zhejiang-Coal_IGCC_RC-12095_CCS,2038,-0.0
Zhejiang-Coal_IGCC_RC-12095,2038,Zhejiang-Coal_IGCC_RC-12095_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12095,2038,Zhejiang-Coal_IGCC_RC-12095_H2,2038,-0.0
Zhejiang-Coal_IGCC_RC-12095,2038,Zhejiang-Coal_IGCC_RC-12095_H2,2048,0.0
Zhejiang-Coal_IGCC_RC-12095,2048,Zhejiang-Coal_IGCC_RC-12095_CCS,2048,0.0
Zhejiang-Coal_IGCC_RC-12095,2048,Zhejiang-Coal_IGCC_RC-12095_H2,2048,-0.0
